,cause,cluster,dist,frequency,beta,p_value,tsne_x,tsne_y,"type: sci, news, expanded",new cluster after granger test
877,obesity,3,5.6405199999999995,20126,5.751,0.2694184108,-32.54451752,2.605372906,expanded,
878,developments,3,3.7527199999999996,202313,5.1661,0.2694531557,20.57304001,-1.080685377,expanded,
879,rainy,1,4.64001,58943,1.6155,0.269470103,-32.75691605,-42.84215546,news,
880,surplus,0,4.014959999999999,45628,1.6380000000000001,0.2698477993,13.40321445,48.56859207,expanded,
881,unprecedented,3,4.32108,119356,3.682,0.2699077789,23.945987699999996,-6.6790933610000005,news,
882,involvement,4,3.8378699999999997,247496,5.9284,0.2700346791,53.12786102,-10.23699665,news,
883,infectious,2,5.38326,55086,3.1379,0.27012636100000004,-42.06680298,11.15848446,expanded,
884,rice,3,5.503480000000001,1065299,0.8325,0.2702259164,-18.94764328,46.61027145,news,
885,hostility,4,4.28596,31586,6.7097,0.27027704739999997,7.640262127000001,-35.97565842,news,
886,endured,1,4.37015,34073,0.9155,0.2702966853,-6.308990002000001,-17.31746674,news,
887,communities,3,5.2276,457567,1.9151,0.27037506640000003,30.64070511,-0.9420444965000001,news,
888,militancy,4,4.78089,40473,7.111000000000001,0.2705892236,27.07117844,-42.76823425,news,
889,invertebrates,2,4.97329,6025,1.4766,0.2706211103,-51.00471115,31.29378891,expanded,
890,plagued,1,4.21683,50999,7.4152,0.2708084851,4.029028416,-21.19576454,news,
891,mites,2,4.76387,11292,3.1621,0.2708091297,-57.12486267,24.72795677,news,
892,havoc,1,5.036630000000001,38077,5.2937,0.2708285402,-12.50477982,-43.48493195,expanded,
893,establishment,3,4.23309,257577,6.8023,0.2709640281,45.89676666,-5.365950584,expanded,
894,below,0,3.8259199999999995,324121,7.2818,0.2710309838,12.30145645,59.27783203,news,
895,national,3,4.60385,4460711,0.0502,0.2712417238,50.52965164,-1.489672303,news,
896,facilitated,3,5.0122599999999995,57894,1.9986,0.2712920613,17.70438766,6.438308716,news,
897,administration,3,4.15642,928453,5.1566,0.2719753762,53.02103806,-1.4769532680000002,expanded,
898,we,3,4.4673300000000005,9462226,9.4966,0.2721068169,41.97335815,23.20601654,news,
899,accumulation,0,4.94698,23044,9.8773,0.2721915773,-24.17389488,-12.86156654,expanded,
900,humidity,3,5.5029699999999995,10190,6.5296,0.2722222602,-37.41056442,-38.89337921,news,
901,credit,0,3.8683300000000003,437159,0.9778,0.2722854517,35.39284515,47.46186447,news,
902,threatened,4,4.53695,269015,5.3329,0.27249951769999997,22.41096878,-12.92881489,expanded,
903,provided,3,4.47625,663191,0.7065,0.2725262023,48.99502182,11.27028656,expanded,
904,clash,4,4.89636,328140,0.1954,0.2727259172,18.67746735,-43.77732849,news,
905,arrivals,0,4.86078,36953,7.2645,0.2728028514,19.99412346,28.96785545,news,
906,catastrophes,1,5.15909,7569,3.1521,0.27292171670000004,-12.89340591,-39.5057106,news,
907,temperatures,3,5.61453,45941,4.5556,0.2733096775,-37.49715424,-38.6097374,expanded,
908,polio,1,5.6364,28915,2.1845,0.2735529556,-51.21268463,8.690504074,news,
909,relaxation,3,4.86982,19056,4.3804,0.2735756784,-13.044719699999998,-16.23666954,expanded,
910,bruising,1,5.08685,10064,8.3827,0.2735956247,16.30056572,-24.90823174,expanded,
911,fight,4,4.62259,1715351,3.3841,0.2738827293,34.88064957,-27.31044197,news,
912,diseases,2,4.817419999999999,161748,2.5534,0.2739530127,-38.70384598,9.630810738,expanded,
913,occurring,3,4.37616,34198,5.3305,0.2740180022,-4.4005961419999995,5.722250462000001,expanded,
914,activity,3,4.28987,266261,3.0722,0.2742424013,18.72507095,-1.90615797,expanded,
915,ornamentals,2,4.05757,3387,7.1051,0.27444688300000003,-47.65011978,40.06771851,expanded,
916,significant,3,3.80061,693114,0.6289,0.2744999651,6.637347697999999,8.487549782,expanded,
917,endure,1,4.8583300000000005,69620,9.9062,0.2746111493,-5.3759489060000005,-17.746004100000004,news,
918,planting,2,4.772480000000001,66512,8.5529,0.2746687894,-27.01524544,38.97491837,news,
919,seedlings,2,4.73802,20416,8.6391,0.2746865,-28.07949066,43.84394455,news,
920,accelerates,3,5.314,8830,0.1822,0.27517215,-0.7597571015000001,37.99279404,news,
921,erupted,4,4.99059,100624,6.0405,0.2753436073,16.37293816,-45.7796936,news,
922,hatreds,4,5.35979,3567,4.223,0.2754027584,9.155195236,-34.4420929,news,
923,purchases,0,3.80309,44620,9.6307,0.2755056438,40.54919052,55.86390305,news,
924,turbulence,3,4.69506,18860,1.1024,0.27550739350000003,8.297377586,-22.36587143,news,
925,tightness,1,5.59358,4720,0.4762,0.275631758,-14.98623276,-12.71348381,expanded,
926,starvation,1,4.6324,49379,5.2247,0.2756553601,-30.28730583,-4.782315253999999,expanded,
927,efforts,3,4.24862,1161173,1.8648,0.27580284260000004,23.07824898,1.4748152490000002,expanded,
928,stricken,1,5.111759999999999,42714,0.9765,0.2758879529,-7.000859737000001,-52.21076202,news,
929,commodity,0,3.9706699999999997,90883,2.4216,0.2760618893,32.53183746,64.14374542,news,
930,clashes,4,4.56389,211876,1.8823,0.27608299999999997,18.21943283,-45.45755005,news,
931,armed,4,4.95887,833847,3.6485,0.2763020336,48.47170258,-30.31727982,sci,
932,worst,1,4.40664,282370,8.9801,0.27651322489999997,-2.635695696,-40.24292374,news,
933,patterns,3,4.73421,47259,3.2533,0.2766000945,2.346109867,1.744017959,news,
934,responsible,3,4.46544,510180,4.1698,0.2767629003,51.39382553,-7.154459953,news,
935,sars,1,5.72276,20979,7.4639999999999995,0.2767927047,-43.63983536,7.45817709,news,
936,ethnic,4,4.37824,366746,8.7866,0.2770466151,39.69314957,-46.216804499999995,news,
937,upheaval,4,4.68694,22610,2.5225,0.2770641453,8.800318718,-23.77805328,news,
938,attacks,4,4.91178,949177,5.1873,0.2773626601,54.64608383,-20.000753399999997,expanded,
939,colonial,4,5.27911,148695,5.0539,0.2776352245,43.99901962,-11.96487617,news,
940,climates,3,5.25951,10486,6.8251,0.2779297294,-33.06044388,-35.99007797,expanded,
941,commission,3,4.68014,1289435,5.5308,0.2780233834,53.49151611,-2.806717873,news,
942,crocodiles,2,5.162000000000001,10828,8.6497,0.2782376892,-58.18203735,39.99906158,news,
943,allied,4,5.17425,191179,8.7636,0.2783403268,51.79187393,-31.19603157,news,
944,herbivory,2,4.54625,9460,7.1448,0.2783460457,-47.97972488,36.16981506,news,
945,sudden,0,4.35626,167913,0.5655,0.2783540257,7.331798077,-10.38365364,news,
946,livestock,2,4.49845,99367,6.7334,0.278614537,-35.98753357,34.73921967,expanded,
947,swept,1,4.96504,68457,3.4463,0.2786723652,1.153479457,-46.46345139,sci,
948,suffered,1,4.6391,293238,4.3927,0.2786861852,-14.59611034,-3.701521635,expanded,
949,kashmir,4,4.77235,59242,4.5167,0.2788477137,41.6022377,-42.35271835,news,
950,changeable,3,5.45224,8755,6.2726,0.2788819313,-62.26524734,-29.22821045,news,
951,dysentery,2,5.27754,13702,1.5249,0.2789400962,-49.95093536,3.146052837,news,
952,infect,2,4.41455,232922,1.9626,0.2790523016,-50.5474472,14.34215355,expanded,
953,trends,3,3.9496900000000004,85844,4.0464,0.2792117737,24.07549286,34.88370132,news,
954,pitting,4,4.69169,21774,3.2616,0.2795961731,24.23175049,-33.94515228,expanded,
955,freedom,3,4.81835,368968,4.9115,0.2797275523,58.48409653,-7.5972762110000005,news,
956,output,0,4.00875,152673,3.2485,0.2797884476,13.81404114,43.13854599,news,
957,done,3,3.91592,1189697,5.7426,0.280197507,36.35635757,18.37397194,expanded,
958,eaten,2,5.27754,625114,7.8967,0.2803723851,-29.55322838,52.69998932,expanded,
959,emergency,3,5.33124,369146,1.3982,0.28051328600000003,48.78316879,7.737502097999999,news,
960,festering,4,5.22443,9444,0.1113,0.2805377074,10.71945667,-33.83311081,expanded,
961,hostilities,4,4.07219,64521,2.758,0.2805785631,26.629152299999998,-22.74409294,expanded,
962,outbreak,1,4.9394,183204,4.9746,0.2806766099,-44.70936966,4.610592365,expanded,
963,kosovo,4,4.18135,29511,9.8629,0.2807245205,48.87417221,-42.43622589,news,
964,preventing,3,4.53555,97246,4.1661,0.2810887911,21.20519066,-13.36239815,news,
965,temperature,3,5.31266,76618,7.3227,0.2811087512,-38.18090439,-38.63795853,news,
966,accelerating,3,4.24996,27165,7.3694,0.2812681531,0.38189169759999997,37.13122559,news,
967,loss,0,4.78618,644837,8.176,0.2815428436,25.66705132,72.04130554,news,
968,operations,3,5.41418,900125,3.3023,0.2815749239,57.76489258,8.930181503,expanded,
969,foodborne,2,5.59753,6129,8.2158,0.2816525895,-53.80636597,0.8505486845999999,news,
970,cereal,0,5.65313,24805,3.5208,0.2816893982,-23.65567207,47.79555511,expanded,
971,migrant,1,5.84999,155769,0.0438,0.2818229157,38.61595154,-4.931760311000001,expanded,
972,states,3,4.36006,1723916,7.9676,0.2819582961,38.85157776,1.435888529,news,
973,disastrous,1,4.66103,48680,9.789,0.2820482005,-3.752861023,-42.27666855,news,
974,invasive,2,4.6414599999999995,14424,3.3906,0.2820576005,-43.74145126,19.64510918,news,
975,if,3,4.24999,6598131,2.1951,0.2821104648,39.96450806,20.90180016,news,
976,throes,4,4.77948,7848,9.1792,0.2821455339,11.61760712,-24.79523849,news,
977,waves,3,5.23733,54056,4.4606,0.2822712793,-10.522995,-58.91736984,expanded,
978,tortoises,2,5.698119999999999,7241,1.1852,0.2823617091,-60.65312576,41.29925537,expanded,
979,malaria,2,5.026269999999999,94162,1.2919,0.2824287428,-40.541580200000006,5.835219382999999,news,
980,ecology,3,4.70239,22011,2.9707,0.2825643481,-4.121089458,17.357246399999998,news,
981,rights,4,5.0562,968232,3.7304,0.28259439670000003,58.31613922,-8.128658295,news,
982,lebanon,4,4.07693,58475,7.29,0.2826104786,49.72060394,-40.65115738,expanded,
983,colouring,2,5.81038,10969,0.7387,0.2826776311,-54.07447052,-21.31650352,news,
984,aviation,3,5.35556,136513,4.0364,0.2832983637,61.32650757,8.988355637,news,
985,rains,1,4.61195,209784,3.7151,0.2834065999,-23.39281464,-56.14448929,expanded,
986,judicial,3,5.35953,168687,6.325,0.2834213493,56.29298401,-5.075790405,news,
987,colds,2,5.0458,11848,1.1676,0.2835211061,-57.81290054,2.896043062,expanded,
988,migrations,2,5.66587,9522,4.708,0.28365319769999997,-26.26636505,18.76696396,news,
989,negotiations,4,4.52452,297567,9.9617,0.2837019478,24.95503998,-21.719398499999997,expanded,
990,iraqi,4,4.957669999999999,105378,3.0071,0.283747925,51.60031891,-36.0439682,expanded,
991,level,3,4.0113900000000005,1332874,4.7914,0.283761148,10.83217812,29.39286995,news,
992,combat,4,5.26129,430163,4.0786,0.2837753557,53.52358627,-24.36704636,expanded,
993,bubonic,2,5.704,2386,2.8715,0.2839802414,-46.82379532,-1.88492322,expanded,
994,variability,3,4.97875,7885,2.5911,0.284054493,-6.3507270810000005,2.274009228,expanded,
995,pollution,3,4.73913,45981,3.048,0.2844149667,-7.432777405,11.73728085,news,
996,rats,2,4.7725599999999995,128774,6.0804,0.28458077,-53.54011917,34.89559937,news,
997,insecticides,2,3.9725,9542,9.4486,0.28473891149999997,-45.59614563,44.54175949,expanded,
998,siltation,2,5.54129,6234,8.0632,0.2848410005,-28.31624603,-11.77946091,news,
999,claims,4,4.4673099999999994,429244,8.9974,0.2849060463,54.51094437,-8.751456261,sci,
1000,slower,0,3.9794199999999997,25815,4.6353,0.2849096674,1.0333395,41.23851776,expanded,
1001,crippling,1,4.40647,26452,9.2866,0.2851354848,-1.051332355,-18.39668274,sci,
1002,pay,0,4.33451,1229133,1.9728,0.28516369329999997,39.89182663,48.25100327,news,
1003,fires,1,4.85646,63067,0.7879999999999999,0.2852822618,2.615203619,-50.29285431,news,
1004,solve,4,4.2253,653421,8.61,0.2853135973,23.08833313,-24.46126938,news,
1005,noncommunicable,2,5.14648,2460,2.7164,0.285663681,-54.95576096,-1.536819577,news,
1006,erratic,1,5.19042,21983,6.8139,0.2856643703,-7.934923172,-13.18769836,expanded,
1007,separatist,4,4.594119999999999,50967,0.1747,0.28588162149999996,43.55045319,-39.25083542,expanded,
1008,pressure,3,4.02492,564887,9.2434,0.2859991077,14.82263279,-7.5356054310000005,expanded,
1009,facing,4,4.29635,408382,6.8597,0.2861034074,25.55454826,-9.830483437,expanded,
1010,evolving,3,3.9641699999999997,49563,4.2058,0.2864214052,16.97328186,12.98684883,news,
1011,expansion,3,4.06337,195727,0.5492,0.2864901064,18.98443794,19.45393562,expanded,
1012,washed,1,5.66576,46992,7.9569,0.2865881865,-15.72722626,-50.25522995,news,
1013,culling,2,4.90913,6057,0.9677,0.2866256889,-41.23353958,28.7602272,news,
1014,earthquakes,1,5.80466,22795,9.7721,0.2866959286,-8.278695107,-63.19269179999999,sci,
1015,ravaging,1,5.12063,21958,2.2348,0.2869701643,-44.49808121,-5.489065647,sci,
1016,dengue,2,5.7192300000000005,9265,3.0133,0.2870855244,-39.90880585,4.503369808,expanded,
1017,snakes,2,4.8566,15487,5.8723,0.2872183986,-57.45347977,38.03616333,expanded,
1018,rift,4,4.52501,123773,7.5819,0.28726547350000003,8.059325218,-31.83429909,expanded,
1019,exacerbates,4,5.55894,4921,8.9,0.2873948169,-27.21179771,-25.47250366,news,
1020,ills,3,5.29062,587021,9.3627,0.2874894014,-36.48861694,-5.111427784,expanded,
1021,hurricanes,1,5.34694,16300,3.6367,0.2876120768,-21.66805267,-65.87043762,news,
1022,oversupply,0,4.7791,8094,5.2894,0.28772529350000003,-5.090417385,-26.24990845,expanded,
1023,social,3,4.23309,855449,7.8628,0.28781926879999997,22.58428764,7.183808804,expanded,
1024,sustaining,1,4.60893,58871,7.1913,0.28783206510000003,-11.46732903,-8.367639542000001,expanded,
1025,customs,0,5.78417,144399,2.5635,0.2878509254,60.90494156,3.384466648,news,
1026,heaviest,0,5.09888,17039,8.6997,0.2881020266,-36.42703247,-51.46408463,news,
1027,fleeing,4,5.15419,115476,8.7866,0.28816521030000003,32.7612915,-16.97384262,news,
1028,simply,3,4.02685,329951,1.1858,0.288272076,35.29265976,17.55149078,news,
1029,attack,4,5.3928,1706387,9.6056,0.2884327162,54.93905258,-20.30924797,news,
1030,breeding,2,4.600709999999999,32677,2.3857,0.2886735275,-39.10950089,37.71284866,expanded,
1031,inundation,1,4.93964,4380,9.8056,0.2889610433,-29.87323189,-12.75508976,expanded,
1032,rabbits,2,4.6113,10899,4.3333,0.2889799114,-53.0939064,36.91880417,news,
1033,oceans,3,4.6421,11801,6.9194,0.2892814763,0.9672613144,-4.995539665,expanded,
1034,battles,4,4.152480000000001,94824,1.1957,0.2894517673,35.85440826,-31.7832756,news,
1035,mildew,2,4.89202,6512,7.4778,0.2897915936,-41.59987259,23.46368217,expanded,
1036,options,0,4.326309999999999,165205,7.1919,0.2901194424,23.71863174,29.42432785,news,
1037,unemployment,0,4.49774,146740,1.8114,0.2903909986,2.7202961439999997,54.37275696,news,
1038,mistrust,4,4.775519999999999,26041,6.0166,0.2905757622,7.748825073,-34.82011414,expanded,
1039,yield,0,4.29376,197722,7.1226,0.2906892947,10.12232304,66.55646515,news,
1040,feud,4,4.71476,37460,6.0038,0.291059563,24.80657196,-34.22028351,news,
1041,haiti,4,4.99273,217884,9.6528,0.2911207588,-3.972207785,-49.43294525,news,
1042,bloodletting,4,4.90496,10866,5.9944,0.2913413588,22.77180862,-41.12963486,expanded,
1043,citrus,2,5.40048,7793,3.0843,0.2914594239,-26.59257507,46.10741806,news,
1044,rainstorm,1,5.29014,15515,0.764,0.2915285454,-28.58321762,-51.05912018,news,
1045,productivity,0,4.41103,92832,7.4673,0.2916037848,3.971191883,29.43781471,expanded,
1046,springtime,3,5.3958699999999995,4179,8.5661,0.2916425903,-54.74189758,-15.2461071,sci,
1047,swarms,2,4.32261,9518,4.2497,0.2917111609,-64.81407166,34.24607849,news,
1048,fuel,0,5.03256,417427,7.4133,0.2917458764,-7.49676466,32.57364655,news,
1049,diarrhea,1,6.00465,25745,1.8493,0.2918074043,-39.17384338,0.5075823069,sci,
1050,annual,0,4.88659,516198,8.1166,0.291873521,20.25201035,36.31220627,expanded,
1051,losses,0,4.20731,181870,8.7545,0.2919185256,25.89396095,72.06307983,expanded,
1052,floodwaters,1,5.792999999999999,9196,6.697,0.291948796,-15.59171963,-51.69845581,expanded,
1053,causing,0,4.87162,167348,8.627,0.2921389992,-13.21881676,1.4597858190000002,news,
1054,chaos,4,4.26206,135896,3.8549,0.2923374024,10.6893034,-27.33617592,expanded,
1055,facilitate,3,4.862369999999999,235615,3.2272,0.2924609434,18.786960600000004,5.969927788,news,
1056,climatic,3,4.659009999999999,16888,5.9093,0.2926648814,-5.642404556000001,1.5846279859999999,news,
1057,resentment,4,4.89508,30561,3.2563,0.29272857399999996,7.20575285,-35.85215759,expanded,
1058,part,3,4.24259,5323351,7.5849,0.2927744767,38.2387886,5.480667114,expanded,
1059,temperate,3,5.82816,12315,6.1482,0.2930664554,-32.05442047,-36.11828232,news,
1060,forced,0,4.76086,540954,8.7383,0.2932101499,30.19897842,-9.160438538,news,
1061,minimizes,3,5.519369999999999,4057,0.3186,0.2932975865,-27.18593597,-20.61824608,expanded,
1062,tropical,1,5.6711800000000006,63088,2.4535,0.2933047446,-28.78598022,-39.262355799999995,sci,
1063,ravage,2,4.92499,78854,1.9445,0.2933210235,-37.67443085,-11.21647072,expanded,
1064,avian,2,4.87191,18199,2.7345,0.29340592579999997,-46.17962265,9.712352753,news,
1065,burundi,4,4.80087,153308,7.692,0.2935423679,50.95845032,-45.10580063,expanded,
1066,vegetables,2,5.43618,42398,4.4659,0.2935444234,-25.95493698,49.51691437,news,
1067,diaspora,4,5.39151,73809,2.29,0.2935747183,3.372216463,-9.398477554,news,
1068,drift,3,4.63211,44283,3.5418,0.293801967,-1.83158195,0.1344489008,news,
1069,leakage,3,5.89626,23124,5.9729,0.2938917301,-23.51987648,-13.43288994,news,
1070,stings,2,5.5503,29440,9.5876,0.2939168257,-62.78852463,30.11018562,news,
1071,tidal,3,5.70774,5112,3.7527,0.2940748847,-10.68966007,-57.46179581,news,
1072,wreaked,1,5.20099,8375,9.9662,0.2941927843,-12.45440102,-45.11338043,expanded,
1073,disintegration,4,4.66786,20550,6.5513,0.29437010199999997,9.204467773,-24.91340065,news,
1074,tense,4,4.28786,168617,0.5873,0.29444423,16.86185455,-34.18693924,news,
1075,control,3,4.20653,1193720,6.4035,0.2947228691,55.56954956,5.182827473,news,
1076,painful,4,5.084969999999999,77390,4.1963,0.2947261462,-17.86602783,-7.956339358999999,expanded,
1077,parasite,2,4.935569999999999,19332,2.3745,0.29494286399999997,-52.11392975,22.46544075,news,
1078,staph,2,4.92833,46865,9.4273,0.2950125953,-46.42520523,17.0582943,news,
1079,fleas,2,4.68765,5458,6.296,0.2951187844,-55.41985703,34.11890411,news,
1080,bacterial,2,4.55665,15507,7.051,0.2951841959,-48.29322815,16.32626343,sci,
1081,infest,2,4.896059999999999,27233,3.8831,0.29541374260000003,-61.27558517,33.44589233,news,
1082,brunt,1,5.16932,35818,2.9702,0.29554028309999997,-16.56800842,-45.32767487,news,
1083,battling,4,4.66409,90462,5.8283,0.29562138670000004,32.78393936,-30.06505585,news,
1084,feuding,4,4.712359999999999,19305,8.9952,0.2956387841,27.35233688,-35.46317673,expanded,
1085,wildfires,1,4.95078,13176,8.8615,0.2957822013,0.767265141,-52.45426941,news,
1086,shellfish,2,4.62062,4154,2.0463,0.2959829565,-34.5674057,45.17211914,news,
1087,inactivity,1,5.4076900000000006,5273,9.9145,0.2961803585,-17.26384735,-13.76114559,expanded,
1088,flocks,2,5.17605,3405,3.8491,0.2962596459,-35.78977966,28.32880783,news,
1089,westward,3,6.0447,13318,9.0189,0.2964580551,-1.246424913,1.630660653,expanded,
1090,governmental,3,4.95178,171389,6.5138,0.2964991674,52.61701584,-4.945245266000001,expanded,
1091,tides,3,5.54605,12377,2.6214,0.2967207141,-24.35586548,-43.7788353,news,
1092,impediment,3,5.28544,30870,3.6085,0.29680040010000003,-30.00120544,-23.13505745,expanded,
1093,decreasing,0,4.20446,24253,8.0005,0.2969095479,7.25673914,40.02481461,sci,
1094,fever,1,4.82564,62880,1.8434,0.2971574395,-37.43629837,3.88462162,expanded,
1095,gripped,4,5.085719999999999,26083,8.4691,0.2973404695,8.036462784,-40.38626099,news,
1096,crises,4,4.131130000000001,91228,9.6014,0.29772985550000003,3.94943738,-17.530990600000003,expanded,
1097,okies,2,5.5804800000000006,10098,5.2259,0.2978951252,-62.65488434,38.23564148,expanded,
1098,torrents,1,5.850230000000001,8456,5.9743,0.2979383556,-21.14876556,-48.0043335,news,
1099,cattle,2,5.04057,95802,4.9438,0.2982841555,-37.19646454,34.10945892,sci,
1100,critters,2,4.75635,9059,7.3244,0.29858800690000004,-59.8888588,35.33569336,expanded,
1101,gpv,2,5.52525,5705,7.4626,0.2986846466,-66.63363647,30.95847702,news,
1102,spiraling,0,5.020490000000001,12648,8.7117,0.2989843752,4.670763493,-39.38679886,expanded,
1103,european,3,4.43935,447406,7.9412,0.29931137550000003,41.54415131,3.5951387880000003,expanded,
1104,carriers,0,5.514419999999999,48463,9.7353,0.2994266886,63.33921814,15.00809097,expanded,
1105,extinction,1,5.2273,18132,5.3629999999999995,0.2998341593,-27.53834534,18.64725304,news,
1106,federal,0,5.1855400000000005,906173,9.7738,0.2998531408,53.99327087,-1.77980125,expanded,
1107,scant,0,5.07949,20098,9.8351,0.2999956248,-59.55975342,-14.62469959,news,
1108,populations,2,5.45469,93173,6.5216,0.3000135084,-10.49834633,21.41304016,news,
1109,aquatic,2,4.80599,12028,5.3291,0.3001873705,-48.19014359,32.95056915,news,
1110,dissipated,3,5.77361,10566,5.7485,0.3001889673,-21.8419857,-42.80788422,news,
1111,mild,3,5.2085099999999995,49789,0.6569,0.3002593198,-35.62261581,-33.354599,news,
1112,shortage,1,4.32367,213390,4.9209,0.30026598530000004,-9.632489204,-27.4808712,news,
1113,deadly,4,5.348269999999999,193599,8.0169,0.30029283489999997,8.276073456,-49.44511032,news,
1114,raw,0,4.7557599999999995,1155637,0.6811,0.3003285496,-14.57547283,36.00235367,news,
1115,deportations,4,5.79969,14997,6.4766,0.3006091368,-23.3785305,15.81638813,news,
1116,abuses,4,4.6342300000000005,117220,1.0391,0.3006332939,57.2203064,-10.93032837,sci,
1117,pigs,2,4.45561,19137,3.5508,0.30085740559999996,-40.79988861,32.83879852,expanded,
1118,slows,0,4.69987,15053,9.7911,0.3017015556,-0.8040227294,38.39086533,news,
1119,intermittent,1,5.31273,19957,5.4894,0.302045901,-24.70466232,-39.62610245,sci,
1120,atmospheric,3,4.89607,9668,9.2937,0.30207279239999996,-4.85450983,0.4641496539,expanded,
1121,nematodes,2,4.455830000000001,9836,0.0924,0.3024129808,-55.14329147,23.58847237,news,
1122,authority,3,4.828790000000001,534426,0.9018,0.3024642669,52.18107224,1.700121164,news,
1123,transporting,2,6.09853,43468,1.5447,0.3025733896,66.65094757,21.01960945,news,
1124,parasitic,2,4.6922,7754,1.6043,0.30260507,-54.24315643,23.35095024,news,
1125,swarm,2,4.98926,21353,6.7898,0.30263053079999996,-65.09101105,35.46988678,news,
1126,micro-organisms,2,4.470219999999999,6899,3.5709,0.3026664378,-54.93410873,18.74609947,expanded,
1127,beans,2,5.692769999999999,65913,6.8893,0.3027308253,-26.10914803,50.20330811,news,
1128,plague,2,4.837,73119,7.2564,0.3028318214,-45.21754456,-0.5163242817,news,
1129,respite,1,5.31456,12533,4.336,0.30301775579999995,-9.867510796,-17.98453712,expanded,
1130,spoilage,2,4.77606,2583,1.6174,0.3030955846,-55.78673553,17.98590469,expanded,
1131,poachers,2,5.01107,22634,0.7569,0.3036911055,-52.24851227,41.43061829,news,
1132,civilians,4,5.38564,459475,8.9877,0.3039601265,48.49642563,-27.54971123,news,
1133,snowpack,1,5.92453,4695,6.3683,0.3041953591,-42.73475266,-44.25191498,news,
1134,violent,4,4.73476,270265,0.7724,0.3044229462,28.03623581,-47.20860672,news,
1135,barley,2,5.77217,9392,8.096,0.3044840043,-23.45367432,46.11964417,expanded,
1136,faced,4,4.49253,305955,0.7749,0.3046208439,25.69848824,-9.738050461,news,
1137,afghanistan,4,4.27649,1469685,2.7682,0.3047643628,51.47782516,-37.54836655,expanded,
1138,sorghum,2,5.42805,18473,9.5121,0.30500031629999996,-23.76708603,45.29795074,news,
1139,criminal,4,5.42807,528608,3.2109,0.3054717399,55.07734299,-11.18861961,expanded,
1140,1992-95,4,5.33882,6524,8.0436,0.3056075611,33.81019592,-50.29671478,news,
1141,bitter,4,4.3037,116864,1.5531,0.3059317588,22.04773903,-33.02814102,expanded,
1142,disease,2,5.45416,395932,7.7878,0.3059666717,-39.45380402,9.28309536,news,
1143,initiated,3,4.39749,111724,6.3801,0.3060231328,46.86218643,-4.707993507,news,
1144,deceleration,0,5.37791,4170,1.5819,0.30607652550000003,1.008362412,38.67193985,news,
1145,squirrels,2,4.74447,10445,9.5003,0.3061396963,-53.99433517,38.14487076,news,
1146,eat,2,5.70391,4983387,5.3268,0.3061467455,-29.56190491,52.9030304,news,
1147,troubles,4,4.2893300000000005,46650,7.6188,0.3061938896,6.619579315,-19.90169525,news,
1148,accelerated,0,4.29629,48824,2.3049,0.3064867281,0.9508762359999999,36.44965744,news,
1149,optimisation,3,5.98591,14119,2.9005,0.306635001,-26.43947792,-19.54545784,expanded,
1150,transmission,3,5.68061,122863,8.4549,0.3066380052,2.9677970410000003,4.191969395,news,
1151,seasonal,1,4.9187199999999995,37137,0.6704,0.3067801557,-20.63750839,26.07456017,news,
1152,persistent,3,4.49498,73538,5.2026,0.3068769382,0.12944489720000002,-21.72389221,expanded,
1153,infested,2,5.08015,16023,8.9147,0.3069091914,-59.01271057,36.4871254,news,
1154,violations,4,5.15086,131019,1.9791,0.306963794,57.89632416,-10.94461536,news,
1155,disasters,1,4.71265,60195,2.0385,0.3069949248,-11.14362144,-39.95386887,sci,
1156,peacocks,2,5.23136,5347,7.2933,0.3070558531,-56.15617752,40.19517517,news,
1157,grubs,2,4.45252,1263,4.888999999999999,0.30750814,-56.33050919,28.82228279,news,
1158,rabies,2,5.73837,8032,0.569,0.3075187866,-52.69556046,8.709586143,news,
1159,influenza,2,5.45179,12218,4.4141,0.3081408103,-45.61486435,9.04388237,expanded,
1160,elevations,3,5.93611,6491,6.2161,0.3081719522,-9.797314644,5.850551127999999,expanded,
1161,measles,2,5.7667,22246,7.682,0.3083402361,-51.99994278,8.570591927,news,
1162,grain,0,4.84722,74856,2.2886,0.3085455538,-20.37516975,46.23150635,expanded,
1163,exacerbating,4,5.22496,10292,1.2026,0.30875501510000003,-1.400476694,-27.307880400000002,expanded,
1164,escalates,4,4.65268,13155,3.2106,0.3090489888,10.75603485,-39.66461945,news,
1165,terminals,0,6.064019999999999,33480,7.5667,0.3091017846,59.72207642,18.38529015,news,
1166,exodus,4,4.96565,33121,5.456,0.3091722248,2.7960205080000002,-10.50852776,news,
1167,affected,3,4.32969,507344,9.0257,0.3094471224,-0.6910862923000001,8.938570022999999,news,
1168,economies,3,4.83357,130573,6.6672,0.3095313428,6.069360256,22.56525803,news,
1169,deforestation,1,5.13679,20904,1.5944,0.3095640661,-16.98709679,12.33341789,news,
1170,raged,4,4.76384,397100,8.8456,0.3096374169,11.28789902,-42.43865967,news,
1171,honey,2,5.94353,38718,8.048,0.30968972510000004,-29.04765892,49.28656387,expanded,
1172,snowstorms,1,4.74714,9714,0.174,0.3097308377,-32.30467606,-50.62578583,news,
1173,blizzards,1,4.9728900000000005,4926,9.4389,0.3097511786,-33.20555878,-50.981052399999996,news,
1174,compounded,1,4.46444,38904,4.3975,0.3097601977,-2.127955675,-24.27460098,news,
